Breed,Year,Count
Kerry Blue Terrier,1993,514
Komondor,1993,224
Kuvasz,1993,460
Lakeland Terrier,1993,228
Lhasa Apso,1993,17124
Maltese,1993,17491
Manchester Terrier,1993,496
Mastiff,1993,3567
Miniature Bull Terrier,1993,103
Miniature Pinscher,1993,14987
Miniature Schnauzer,1993,37267
Newfoundland,1993,3065
Norfolk Terrier,1993,282
Norwegian Elkhound,1993,2630
Norwich Terrier,1993,316
Old English Sheepdog,1993,3074
Otterhound,1993,70
Papillon,1993,2594
Pekingese,1993,16869
Petit Basset Griffon Vendeen,1993,180
Pharaoh Hound,1993,118
Pointer,1993,563
German Shorthaired Pointer,1993,13931
German Wirehaired Pointer,1993,1480
Pomeranian,1993,40805
Poodle,1993,67850
Portuguese Water Dog,1993,826
Pug,1993,15722
Puli,1993,206
Chesapeake Bay Retriever,1993,5361
Curly-Coated Retriever,1993,129
Flat-Coated Retriever,1993,485
Golden Retriever,1993,68125
Labrador Retriever,1993,124899
Rhodesian Ridgeback,1993,2024
Rottweiler,1993,104160
Saint Bernard,1993,5595
Saluki,1993,511
Samoyed,1993,6172
Schipperke,1993,3519
Scottish Deerhound,1993,202
Scottish Terrier,1993,6724
Sealyham Terrier,1993,70
English Setter,1993,842
Gordon Setter,1993,1393
Irish Setter,1993,2726
Shetland Sheepdog,1993,41113
Shiba Inu,1993,932
Shih Tzu,1993,39773
Siberian Husky,1993,25565
Silky Terrier,1993,2272
Skye Terrier,1993,101
Soft Coated Wheaten Terrier,1993,1548
American Water Spaniel,1993,304
Clumber Spaniel,1993,140
Spaniel (All Cockers),1993,77248
English Springer Spaniel,1993,19989
Field Spaniel,1993,87
Irish Water Spaniel,1993,135
Sussex Spaniel,1993,58
Welsh Springer Spaniel,1993,295
Staffordshire Bull Terrier,1993,351
Standard Schnauzer,1993,527
Tibetan Spaniel,1993,383
Tibetan Terrier,1993,637
Vizsla,1993,2246
Weimaraner,1993,5590
Cardigan Welsh Corgi,1993,654
Pembroke Welsh Corgi,1993,6707
Welsh Terrier,1993,800
West Highland White Terrier,1993,9459
Whippet,1993,1958
Wirehaired Pointing Griffon,1993,169
Yorkshire Terrier,1993,39827
American Staffordshire Terrier,1994,1367
Affenpinscher,1994,180
Afghan Hound,1994,1407
Airedale Terrier,1994,3798
Akita,1994,11014
Alaskan Malamute,1994,4855
American Eskimo Dog,1994,582
Australian Cattle Dog,1994,1797
Australian Shepherd,1994,5906
Australian Terrier,1994,484
Basenji,1994,1746
Basset Hound,1994,18043
Beagle,1994,59215
Bearded Collie,1994,640
Bedlington Terrier,1994,228
Belgian Malinois,1994,731
Belgian Sheepdog,1994,582
Belgian Tervuren,1994,493
Bernese Mountain Dog,1994,1594
Bichon Frise,1994,11363
Black and Tan Coonhound,1994,201
Bloodhound,1994,1631
Border Terrier,1994,720
Borzoi,1994,1070
Boston Terrier,1994,16453
Bouvier des Flandres,1994,1781
Boxer,1994,30629
Briard,1994,318
Brittany,1994,12741
Brussels Griffon,1994,539
Bull Terrier,1994,1200
Bulldog,1994,11357
Bullmastiff,1994,2333
Cairn Terrier,1994,4653
Chihuahua,1994,32705
Chinese Crested,1994,989
Chinese Shar-Pei,1994,15834
Chow Chow,1994,25415
Collie,1994,14073
Dachshund,1994,46129
Dalmatian,1994,42621
Dandie Dinmont Terrier,1994,129
Doberman Pinscher,1994,19822
English Toy Spaniel (Blenheim and Prince Charles),1994,170
Finnish Spitz,1994,96
Fox Terrier,1994,3245
American Foxhound,1994,79
English Foxhound,1994,51
French Bulldog,1994,961
German Shepherd,1994,78999
Giant Schnauzer,1994,1065
Great Dane,1994,11155
Great Pyrenees,1994,4273
Greyhound,1994,193
Harrier,1994,42
Ibizan Hound,1994,108
Irish Terrier,1994,319
Irish Wolfhound,1994,1259
Italian Greyhound,1994,2219
Japanese Chin,1994,1122
Keeshond,1994,4002
Kerry Blue Terrier,1994,422
Komondor,1994,163
Kuvasz,1994,394
Lakeland Terrier,1994,199
Lhasa Apso,1994,14504
Maltese,1994,17030
Manchester Terrier,1994,534
Mastiff,1994,3884
Miniature Bull Terrier,1994,168
Miniature Pinscher,1994,16538
Miniature Schnauzer,1994,33344
Newfoundland,1994,2873
Norfolk Terrier,1994,312
Norwegian Elkhound,1994,2140
Norwich Terrier,1994,381
Old English Sheepdog,1994,2778
Otterhound,1994,30
Papillon,1994,2707
Pekingese,1994,15306
Petit Basset Griffon Vendeen,1994,222
Pharaoh Hound,1994,71
Pointer,1994,596
German Shorthaired Pointer,1994,14154
German Wirehaired Pointer,1994,1414
Pomeranian,1994,39947
Poodle,1994,61775
Portuguese Water Dog,1994,792
Pug,1994,15464
Puli,1994,187
Chesapeake Bay Retriever,1994,5198
Curly-Coated Retriever,1994,157
Flat-Coated Retriever,1994,446
Golden Retriever,1994,64322
Labrador Retriever,1994,126393
Rhodesian Ridgeback,1994,2218
Rottweiler,1994,102596
Saint Bernard,1994,6063
Saluki,1994,471
Samoyed,1994,5017
Schipperke,1994,3562
Scottish Deerhound,1994,171
Scottish Terrier,1994,6091
Sealyham Terrier,1994,104
English Setter,1994,855
Gordon Setter,1994,1435
Irish Setter,1994,2314
Shetland Sheepdog,1994,36853
Shiba Inu,1994,1253
Shih Tzu,1994,37017
Siberian Husky,1994,24804
Silky Terrier,1994,2110
Skye Terrier,1994,111
Soft Coated Wheaten Terrier,1994,1675
American Water Spaniel,1994,315
Clumber Spaniel,1994,129
Spaniel (All Cockers),1994,62296
English Springer Spaniel,1994,17404
Field Spaniel,1994,106
Irish Water Spaniel,1994,97
Sussex Spaniel,1994,41
Welsh Springer Spaniel,1994,262
Staffordshire Bull Terrier,1994,361
Standard Schnauzer,1994,484
Tibetan Spaniel,1994,327
Tibetan Terrier,1994,699
Vizsla,1994,2423
Weimaraner,1994,5678
Cardigan Welsh Corgi,1994,590
Pembroke Welsh Corgi,1994,6554
Welsh Terrier,1994,660
West Highland White Terrier,1994,8441
Whippet,1994,1941
Wirehaired Pointing Griffon,1994,216
Yorkshire Terrier,1994,38626
American Staffordshire Terrier,1995,1443
Affenpinscher,1995,166
Afghan Hound,1995,1142
Airedale Terrier,1995,3307
Akita,1995,10661
Alaskan Malamute,1995,4510
American Eskimo Dog,1995,492
Australian Cattle Dog,1995,1731
Australian Shepherd,1995,5940
Australian Terrier,1995,455
Basenji,1995,1661
Basset Hound,1995,16055
Beagle,1995,57063
Bearded Collie,1995,762
Bedlington Terrier,1995,213
Belgian Malinois,1995,631
Belgian Sheepdog,1995,617
Belgian Tervuren,1995,527
Bernese Mountain Dog,1995,1709
Bichon Frise,1995,10817
Black and Tan Coonhound,1995,196
Bloodhound,1995,1720
Border Collie,1995,704
Border Terrier,1995,663
Borzoi,1995,1110
Boston Terrier,1995,16031
Bouvier des Flandres,1995,1875
Boxer,1995,31894
Briard,1995,324
Brittany,1995,11618
Brussels Griffon,1995,546
Bull Terrier,1995,1096
Bulldog,1995,12092
Bullmastiff,1995,2575
Cairn Terrier,1995,4102
Cavalier King Charles Spaniel,1995,921
Chihuahua,1995,33542
Chinese Crested,1995,1294
Chinese Shar-Pei,1995,13174
Chow Chow,1995,17722
Collie,1995,12850
Dachshund,1995,44680
Dalmatian,1995,36714
Dandie Dinmont Terrier,1995,78
Doberman Pinscher,1995,18141
English Toy Spaniel (Blenheim and Prince Charles),1995,182
Finnish Spitz,1995,108
Fox Terrier,1995,3063
American Foxhound,1995,55
English Foxhound,1995,31
French Bulldog,1995,1039
German Shepherd,1995,78088
Giant Schnauzer,1995,1124
Great Dane,1995,11015
Great Pyrenees,1995,4465
Greater Swiss Mountain Dog,1995,931
Greyhound,1995,147
Harrier,1995,25
Ibizan Hound,1995,64
Irish Terrier,1995,313
Irish Wolfhound,1995,1229
Italian Greyhound,1995,2324
Japanese Chin,1995,1084
Keeshond,1995,3119
Kerry Blue Terrier,1995,386
Komondor,1995,180
Kuvasz,1995,388
Lakeland Terrier,1995,228
Lhasa Apso,1995,12060
Maltese,1995,16179
Manchester Terrier,1995,529
Mastiff,1995,4245
Miniature Bull Terrier,1995,129
Miniature Pinscher,1995,17810
Miniature Schnauzer,1995,30256
Newfoundland,1995,2862
Norfolk Terrier,1995,297
Norwegian Elkhound,1995,1811
Norwich Terrier,1995,388
Old English Sheepdog,1995,2534
Otterhound,1995,48
Papillon,1995,2592
Pekingese,1995,13081
Petit Basset Griffon Vendeen,1995,323
Pharaoh Hound,1995,110
Pointer,1995,604
German Shorthaired Pointer,1995,14113
German Wirehaired Pointer,1995,1394
Pomeranian,1995,37894
Poodle,1995,54784
Portuguese Water Dog,1995,919
Pug,1995,15927
Puli,1995,165
Chesapeake Bay Retriever,1995,5069
Curly-Coated Retriever,1995,126
Flat-Coated Retriever,1995,530
Golden Retriever,1995,64107
Labrador Retriever,1995,132051
Rhodesian Ridgeback,1995,2217
Rottweiler,1995,93656
Saint Bernard,1995,6537
Saluki,1995,473
Samoyed,1995,4088
Schipperke,1995,3162
Scottish Deerhound,1995,179
Scottish Terrier,1995,5311
Sealyham Terrier,1995,96
English Setter,1995,938
Gordon Setter,1995,1300
Irish Setter,1995,2364
Shetland Sheepdog,1995,33721
Shiba Inu,1995,1534
Shih Tzu,1995,34947
Siberian Husky,1995,24291
Silky Terrier,1995,1758
Skye Terrier,1995,84
Soft Coated Wheaten Terrier,1995,1637
American Water Spaniel,1995,323
Clumber Spaniel,1995,183
Spaniel (All Cockers),1995,49256
English Springer Spaniel,1995,15039
Field Spaniel,1995,119
Irish Water Spaniel,1995,131
Sussex Spaniel,1995,47
Welsh Springer Spaniel,1995,288
Staffordshire Bull Terrier,1995,372
Standard Schnauzer,1995,500
Tibetan Spaniel,1995,338
Tibetan Terrier,1995,694
Vizsla,1995,2540
Weimaraner,1995,6312
Cardigan Welsh Corgi,1995,650
Pembroke Welsh Corgi,1995,6520
Welsh Terrier,1995,556
West Highland White Terrier,1995,7773
Whippet,1995,1952
Wirehaired Pointing Griffon,1995,183
Yorkshire Terrier,1995,36881
American Staffordshire Terrier,1996,1671
Affenpinscher,1996,186
Afghan Hound,1996,1131
Airedale Terrier,1996,3316
Akita,1996,11161
Alaskan Malamute,1996,4616
American Eskimo Dog,1996,568
Anatolian Shepherd,1996,1678
Australian Cattle Dog,1996,1969
Australian Shepherd,1996,6026
Australian Terrier,1996,463
Basenji,1996,1689
Basset Hound,1996,17032
Beagle,1996,56946
Bearded Collie,1996,720
Bedlington Terrier,1996,210
Belgian Malinois,1996,620
Belgian Sheepdog,1996,546
Belgian Tervuren,1996,542
Bernese Mountain Dog,1996,1822
Bichon Frise,1996,12199
Black and Tan Coonhound,1996,234
Bloodhound,1996,2057
Border Collie,1996,1076
Border Terrier,1996,768
Borzoi,1996,1134
Boston Terrier,1996,17816
Bouvier des Flandres,1996,1842
Boxer,1996,36398
Briard,1996,334
Brittany,1996,11539
Brussels Griffon,1996,582
Bull Terrier,1996,1034
Bulldog,1996,13468
Bullmastiff,1996,2849
Cairn Terrier,1996,4256
Cavalier King Charles Spaniel,1996,1329
Chihuahua,1996,36562
Chinese Crested,1996,1486
Chinese Shar-Pei,1996,12178
Chow Chow,1996,13587
Collie,1996,12542
Dachshund,1996,48426
Dalmatian,1996,32972
Dandie Dinmont Terrier,1996,61
Doberman Pinscher,1996,17919
English Toy Spaniel (Blenheim and Prince Charles),1996,224
Finnish Spitz,1996,108
Fox Terrier,1996,3214
American Foxhound,1996,53
English Foxhound,1996,18
French Bulldog,1996,1093
German Shepherd,1996,79076
Giant Schnauzer,1996,1164
Great Dane,1996,12052
Great Pyrenees,1996,4521
Greater Swiss Mountain Dog,1996,249
Greyhound,1996,218
Harrier,1996,46
Havanese,1996,1307
Ibizan Hound,1996,74
Irish Terrier,1996,268
Irish Wolfhound,1996,1191
Italian Greyhound,1996,2681
Japanese Chin,1996,1146
Keeshond,1996,2790
Kerry Blue Terrier,1996,380
Komondor,1996,160
Kuvasz,1996,374
Lakeland Terrier,1996,200
Lhasa Apso,1996,11903
Lowchen,1996,746
Maltese,1996,16902
Manchester Terrier,1996,583
Mastiff,1996,4807
Miniature Bull Terrier,1996,109
Miniature Pinscher,1996,20355
Miniature Schnauzer,1996,31843
Newfoundland,1996,2984
Norfolk Terrier,1996,294
Norwegian Elkhound,1996,1723
Norwich Terrier,1996,377
Old English Sheepdog,1996,2401
Otterhound,1996,21
Papillon,1996,2854
Pekingese,1996,13157
Petit Basset Griffon Vendeen,1996,253
Pharaoh Hound,1996,112
Pointer,1996,565
German Shorthaired Pointer,1996,15024
German Wirehaired Pointer,1996,1409
Pomeranian,1996,39712
Poodle,1996,56803
Portuguese Water Dog,1996,997
Pug,1996,18398
Puli,1996,199
Chesapeake Bay Retriever,1996,5540
Curly-Coated Retriever,1996,99
Flat-Coated Retriever,1996,576
Golden Retriever,1996,68993
Labrador Retriever,1996,149505
Rhodesian Ridgeback,1996,2300
Rottweiler,1996,89867
Saint Bernard,1996,7519
Saluki,1996,465
Samoyed,1996,3678
Schipperke,1996,3138
Scottish Deerhound,1996,148
Scottish Terrier,1996,5578
Sealyham Terrier,1996,62
English Setter,1996,890
Gordon Setter,1996,1369
Irish Setter,1996,2375
Shetland Sheepdog,1996,33577
Shiba Inu,1996,1944
Shih Tzu,1996,38055
Siberian Husky,1996,25557
Silky Terrier,1996,1979
Skye Terrier,1996,86
Soft Coated Wheaten Terrier,1996,1916
American Water Spaniel,1996,269
Clumber Spaniel,1996,195
Spaniel (All Cockers),1996,46580
English Springer Spaniel,1996,14715
Field Spaniel,1996,121
Irish Water Spaniel,1996,140
Sussex Spaniel,1996,57
Welsh Springer Spaniel,1996,248
Staffordshire Bull Terrier,1996,500
Standard Schnauzer,1996,551
Tibetan Spaniel,1996,299
Tibetan Terrier,1996,678
Vizsla,1996,2738
Weimaraner,1996,7314
Cardigan Welsh Corgi,1996,695
Pembroke Welsh Corgi,1996,7452
Welsh Terrier,1996,585
West Highland White Terrier,1996,8171
Whippet,1996,1991
Wirehaired Pointing Griffon,1996,152
Yorkshire Terrier,1996,40216
American Staffordshire Terrier,1997,1735
Affenpinscher,1997,171
Afghan Hound,1997,1028
Airedale Terrier,1997,3225
Akita,1997,10124
Alaskan Malamute,1997,4409
American Eskimo Dog,1997,546
Anatolian Shepherd,1997,184
Australian Cattle Dog,1997,1917
Australian Shepherd,1997,6140
Australian Terrier,1997,500
Basenji,1997,1637
Basset Hound,1997,17152
Beagle,1997,54470
Bearded Collie,1997,711
Bedlington Terrier,1997,200
Belgian Malinois,1997,544
Belgian Sheepdog,1997,487
Belgian Tervuren,1997,521
Bernese Mountain Dog,1997,2022
Bichon Frise,1997,12587
Black and Tan Coonhound,1997,199
Bloodhound,1997,2551
Border Collie,1997,1344
Border Terrier,1997,795
Borzoi,1997,1081
Boston Terrier,1997,18185
Bouvier des Flandres,1997,1620
Boxer,1997,38047
Briard,1997,356
Brittany,1997,10710
Brussels Griffon,1997,623
Bull Terrier,1997,1034
Bulldog,1997,13673
Bullmastiff,1997,2896
Cairn Terrier,1997,4423
Canaan Dog,1997,460
Cavalier King Charles Spaniel,1997,1633
Chihuahua,1997,38926
Chinese Crested,1997,1673
Chinese Shar-Pei,1997,10772
Chow Chow,1997,9536
Collie,1997,11724
Dachshund,1997,51904
Dalmatian,1997,22726
Dandie Dinmont Terrier,1997,87
Doberman Pinscher,1997,17385
English Toy Spaniel (Blenheim and Prince Charles),1997,241
Finnish Spitz,1997,76
Fox Terrier,1997,3020
American Foxhound,1997,71
English Foxhound,1997,37
French Bulldog,1997,1269
German Shepherd,1997,75177
Giant Schnauzer,1997,1058
Great Dane,1997,11878
Great Pyrenees,1997,4709
Greater Swiss Mountain Dog,1997,308
Greyhound,1997,167
Harrier,1997,42
Havanese,1997,427
Ibizan Hound,1997,91
Irish Terrier,1997,312
Irish Wolfhound,1997,1224
Italian Greyhound,1997,2788
Jack-Parson Russell Terrier,1997,259
Japanese Chin,1997,1195
Keeshond,1997,2348
Kerry Blue Terrier,1997,424
Komondor,1997,123
Kuvasz,1997,320
Lakeland Terrier,1997,182
Lhasa Apso,1997,11223
Lowchen,1997,69
Maltese,1997,17428
Manchester Terrier,1997,532
Mastiff,1997,5270
Miniature Bull Terrier,1997,135
Miniature Pinscher,1997,22297
Miniature Schnauzer,1997,32351
Newfoundland,1997,3075
Norfolk Terrier,1997,282
Norwegian Elkhound,1997,1546
Norwich Terrier,1997,353
Old English Sheepdog,1997,2132
Otterhound,1997,45
Papillon,1997,2914
Pekingese,1997,12871
Petit Basset Griffon Vendeen,1997,271
Pharaoh Hound,1997,114
Pointer,1997,610
German Shorthaired Pointer,1997,14380
German Wirehaired Pointer,1997,1363
Pomeranian,1997,39357
Poodle,1997,54773
Portuguese Water Dog,1997,1004
Pug,1997,20082
Puli,1997,172
Chesapeake Bay Retriever,1997,5204
Curly-Coated Retriever,1997,166
Flat-Coated Retriever,1997,483
Golden Retriever,1997,70158
Labrador Retriever,1997,158366
Rhodesian Ridgeback,1997,2426
Rottweiler,1997,75489
Saint Bernard,1997,7849
Saluki,1997,356
Samoyed,1997,3199
Schipperke,1997,2958
Scottish Deerhound,1997,203
Scottish Terrier,1997,5151
Sealyham Terrier,1997,71
English Setter,1997,826
Gordon Setter,1997,1169
Irish Setter,1997,2235
Shetland Sheepdog,1997,32086
Shiba Inu,1997,2271
Shih Tzu,1997,39075
Siberian Husky,1997,24432
Silky Terrier,1997,1946
Skye Terrier,1997,139
Soft Coated Wheaten Terrier,1997,2017
American Water Spaniel,1997,233
Clumber Spaniel,1997,193
Spaniel (All Cockers),1997,42721
English Springer Spaniel,1997,13796
Field Spaniel,1997,98
Irish Water Spaniel,1997,128
Sussex Spaniel,1997,58
Welsh Springer Spaniel,1997,233
Staffordshire Bull Terrier,1997,500
Standard Schnauzer,1997,512
Tibetan Spaniel,1997,383
Tibetan Terrier,1997,706
Vizsla,1997,2992
Weimaraner,1997,7701
Cardigan Welsh Corgi,1997,752
Pembroke Welsh Corgi,1997,8281
Welsh Terrier,1997,586
West Highland White Terrier,1997,8805
Whippet,1997,1871
Wirehaired Pointing Griffon,1997,187
Yorkshire Terrier,1997,41283
American Staffordshire Terrier,1998,1746
Affenpinscher,1998,203
Afghan Hound,1998,891
Airedale Terrier,1998,2891
Akita,1998,8237
Alaskan Malamute,1998,3699
American Eskimo Dog,1998,565
Anatolian Shepherd,1998,154
Australian Cattle Dog,1998,1767
Australian Shepherd,1998,5668
Australian Terrier,1998,467
Basenji,1998,1626
Basset Hound,1998,15726
Beagle,1998,53322
Bearded Collie,1998,752
Bedlington Terrier,1998,177
Belgian Malinois,1998,674
Belgian Sheepdog,1998,414
Belgian Tervuren,1998,505
Bernese Mountain Dog,1998,1873
Bichon Frise,1998,12306
Black and Tan Coonhound,1998,240
Bloodhound,1998,2840
Border Collie,1998,1401
Border Terrier,1998,764
Borzoi,1998,1018
Boston Terrier,1998,18308
Bouvier des Flandres,1998,1351
Boxer,1998,36345
Briard,1998,317
Brittany,1998,9252
Brussels Griffon,1998,761
Bull Terrier,1998,941
Bulldog,1998,13836
Bullmastiff,1998,2835
Cairn Terrier,1998,4632
Canaan Dog,1998,103
Cavalier King Charles Spaniel,1998,2468
Chihuahua,1998,43468
Chinese Crested,1998,1643
Chinese Shar-Pei,1998,8614
Chow Chow,1998,6241
Collie,1998,9474
Dachshund,1998,53896
Dalmatian,1998,9722
Dandie Dinmont Terrier,1998,78
Doberman Pinscher,1998,15367
English Toy Spaniel (Blenheim and Prince Charles),1998,214
Finnish Spitz,1998,61
Fox Terrier,1998,2757
American Foxhound,1998,67
English Foxhound,1998,28
French Bulldog,1998,1227
German Shepherd,1998,65326
Giant Schnauzer,1998,1035
Great Dane,1998,10686
Great Pyrenees,1998,4085
Greater Swiss Mountain Dog,1998,380
Greyhound,1998,215
Harrier,1998,58
Havanese,1998,537
Ibizan Hound,1998,84
Irish Terrier,1998,283
Irish Wolfhound,1998,1017
Italian Greyhound,1998,2896
Jack-Parson Russell Terrier,1998,1167
Japanese Chin,1998,1345
Keeshond,1998,1769
Kerry Blue Terrier,1998,380
Komondor,1998,103
Kuvasz,1998,268
Lakeland Terrier,1998,190
Lhasa Apso,1998,10037
Lowchen,1998,69
Maltese,1998,18013
Manchester Terrier,1998,458
Mastiff,1998,5148
Miniature Bull Terrier,1998,113
Miniature Pinscher,1998,22675
Miniature Schnauzer,1998,31063
Newfoundland,1998,2825
Norfolk Terrier,1998,299
Norwegian Elkhound,1998,1282
Norwich Terrier,1998,442
Old English Sheepdog,1998,1791
Otterhound,1998,39
Papillon,1998,3205
Pekingese,1998,11724
Petit Basset Griffon Vendeen,1998,309
Pharaoh Hound,1998,114
Plott,1998,19
Pointer,1998,583
German Shorthaired Pointer,1998,12927
German Wirehaired Pointer,1998,1254
Pomeranian,1998,38540
Poodle,1998,51935
Portuguese Water Dog,1998,988
Pug,1998,21487
Puli,1998,129
Chesapeake Bay Retriever,1998,4685
Curly-Coated Retriever,1998,150
Flat-Coated Retriever,1998,548
Golden Retriever,1998,65681
Labrador Retriever,1998,157936
Rhodesian Ridgeback,1998,2426
Rottweiler,1998,55009
Saint Bernard,1998,7153
Saluki,1998,343
Samoyed,1998,2552
Schipperke,1998,2538
Scottish Deerhound,1998,157
Scottish Terrier,1998,4938
Sealyham Terrier,1998,75
English Setter,1998,722
Gordon Setter,1998,1107
Irish Setter,1998,1960
Shetland Sheepdog,1998,27978
Shiba Inu,1998,2349
Shih Tzu,1998,38468
Siberian Husky,1998,21078
Silky Terrier,1998,1942
Skye Terrier,1998,116
Soft Coated Wheaten Terrier,1998,1988
American Water Spaniel,1998,223
Clumber Spaniel,1998,254
Spaniel (All Cockers),1998,35806
English Springer Spaniel,1998,11578
Field Spaniel,1998,153
Irish Water Spaniel,1998,115
Sussex Spaniel,1998,92
Welsh Springer Spaniel,1998,217
Staffordshire Bull Terrier,1998,566
Standard Schnauzer,1998,445
Tibetan Spaniel,1998,421
Tibetan Terrier,1998,571
Vizsla,1998,2902
Weimaraner,1998,8119
Cardigan Welsh Corgi,1998,754
Pembroke Welsh Corgi,1998,8923
Welsh Terrier,1998,534
West Highland White Terrier,1998,9210
Whippet,1998,1883
Wirehaired Pointing Griffon,1998,193
Yorkshire Terrier,1998,42900
American Staffordshire Terrier,1999,1627
Affenpinscher,1999,197
Afghan Hound,1999,768
Airedale Terrier,1999,2950
Akita,1999,6499
Alaskan Malamute,1999,3208
American Eskimo Dog,1999,471
Anatolian Shepherd,1999,187
Australian Cattle Dog,1999,1700
Australian Shepherd,1999,5593
Australian Terrier,1999,442
Basenji,1999,1538
Basset Hound,1999,13595
Beagle,1999,49080
Bearded Collie,1999,614
Bedlington Terrier,1999,177
Belgian Malinois,1999,577
Belgian Sheepdog,1999,401
Belgian Tervuren,1999,471
Bernese Mountain Dog,1999,2035
Bichon Frise,1999,11245
Black and Tan Coonhound,1999,185
Bloodhound,1999,2733
Border Collie,1999,1410
Border Terrier,1999,731
Borzoi,1999,916
Boston Terrier,1999,17728
Bouvier des Flandres,1999,1208
Boxer,1999,34998
Briard,1999,259
Brittany,1999,8646
Brussels Griffon,1999,835
Bull Terrier,1999,1004
Bulldog,1999,13754
Bullmastiff,1999,2816
Cairn Terrier,1999,4475
Canaan Dog,1999,61
Cavalier King Charles Spaniel,1999,2243
Chihuahua,1999,42013
Chinese Crested,1999,1623
Chinese Shar-Pei,1999,6845
Chow Chow,1999,4342
Collie,1999,8249
Dachshund,1999,50772
Dalmatian,1999,4652
Dandie Dinmont Terrier,1999,69
Doberman Pinscher,1999,13431
English Toy Spaniel (Blenheim and Prince Charles),1999,185
Finnish Spitz,1999,58
Fox Terrier,1999,2475
American Foxhound,1999,49
English Foxhound,1999,40
French Bulldog,1999,1278
German Shepherd,1999,57256
Giant Schnauzer,1999,935
Great Dane,1999,9860
Great Pyrenees,1999,3638
Greater Swiss Mountain Dog,1999,438
Greyhound,1999,146
Harrier,1999,24
Havanese,1999,626
Ibizan Hound,1999,71
Irish Terrier,1999,325
Irish Wolfhound,1999,1032
Italian Greyhound,1999,2688
Jack-Parson Russell Terrier,1999,1225
Japanese Chin,1999,1214
Keeshond,1999,1410
Kerry Blue Terrier,1999,300
Komondor,1999,112
Kuvasz,1999,173
Lakeland Terrier,1999,182
Lhasa Apso,1999,8191
Lowchen,1999,107
Maltese,1999,16358
Manchester Terrier,1999,444
Mastiff,1999,5306
Miniature Bull Terrier,1999,138
Miniature Pinscher,1999,21406
Miniature Schnauzer,1999,28649
Newfoundland,1999,2580
Norfolk Terrier,1999,279
Norwegian Elkhound,1999,1077
Norwich Terrier,1999,456
Old English Sheepdog,1999,1717
Otterhound,1999,17
Papillon,1999,3547
Pekingese,1999,10082
Petit Basset Griffon Vendeen,1999,272
Pharaoh Hound,1999,88
Plott,1999,105
Pointer,1999,524
German Shorthaired Pointer,1999,12325
German Wirehaired Pointer,1999,1317
Polish Lowland Sheepdog,1999,54
Pomeranian,1999,33584
Poodle,1999,45852
Portuguese Water Dog,1999,989
Pug,1999,21555
Puli,1999,175
Chesapeake Bay Retriever,1999,4594
Curly-Coated Retriever,1999,199
Flat-Coated Retriever,1999,461
Golden Retriever,1999,62652
Labrador Retriever,1999,154987
Rhodesian Ridgeback,1999,2272
Rottweiler,1999,41776
Saint Bernard,1999,6485
Saluki,1999,342
Samoyed,1999,2249
Schipperke,1999,2295
Scottish Deerhound,1999,173
Scottish Terrier,1999,4369
Sealyham Terrier,1999,65
English Setter,1999,689
Gordon Setter,1999,976
Irish Setter,1999,1886
Shetland Sheepdog,1999,24271
Shiba Inu,1999,2324
Shih Tzu,1999,34576
Siberian Husky,1999,18106
Silky Terrier,1999,1965
Skye Terrier,1999,119
Soft Coated Wheaten Terrier,1999,1983
American Water Spaniel,1999,190
Clumber Spaniel,1999,174
Spaniel (All Cockers),1999,31150
English Springer Spaniel,1999,10217
Field Spaniel,1999,150
Irish Water Spaniel,1999,133
Sussex Spaniel,1999,86
Welsh Springer Spaniel,1999,233
Staffordshire Bull Terrier,1999,629
Standard Schnauzer,1999,452
Tibetan Spaniel,1999,390
Tibetan Terrier,1999,598
Vizsla,1999,3005
Weimaraner,1999,8124
Cardigan Welsh Corgi,1999,766
Pembroke Welsh Corgi,1999,8850
Welsh Terrier,1999,637
West Highland White Terrier,1999,9061
Whippet,1999,1869
Wirehaired Pointing Griffon,1999,181
Yorkshire Terrier,1999,40684
American Staffordshire Terrier,2000,1789
Affenpinscher,2000,220
Afghan Hound,2000,872
Airedale Terrier,2000,3431
Akita,2000,5927
Alaskan Malamute,2000,3128
American Eskimo Dog,2000,532
Anatolian Shepherd,2000,187
Australian Cattle Dog,2000,1699
Australian Shepherd,2000,6905
Australian Terrier,2000,497
Basenji,2000,1574
Basset Hound,2000,14427
Beagle,2000,52026
Bearded Collie,2000,682
Bedlington Terrier,2000,185
Belgian Malinois,2000,617
Belgian Sheepdog,2000,398
Belgian Tervuren,2000,446
Bernese Mountain Dog,2000,2319
Bichon Frise,2000,11750
Black and Tan Coonhound,2000,187
Bloodhound,2000,3056
Border Collie,2000,1911
Border Terrier,2000,802
Borzoi,2000,882
Boston Terrier,2000,19922
Bouvier des Flandres,2000,1211
Boxer,2000,38803
Briard,2000,345
Brittany,2000,9230
Brussels Griffon,2000,1054
Bull Terrier,2000,1093
Bulldog,2000,15215
Bullmastiff,2000,2954
Cairn Terrier,2000,4887
Canaan Dog,2000,73
Cavalier King Charles Spaniel,2000,2719
Chihuahua,2000,43096
Chinese Crested,2000,1659
Chinese Shar-Pei,2000,6299
Chow Chow,2000,3603
Collie,2000,8042
Dachshund,2000,54773
Dalmatian,2000,3084
Dandie Dinmont Terrier,2000,82
Doberman Pinscher,2000,13874
English Toy Spaniel (Blenheim and Prince Charles),2000,233
