Breed,Year,Count
Basenji,1945,67.0
Basset Hound,1945,247.0
Beagle,1945,13824.0
Bedlington Terrier,1945,151.0
Belgian Sheepdog,1945,13.0
Black and Tan Coonhound,1945,107.0
Bloodhound,1945,118.0
Border Terrier,1945,6.0
Borzoi,1945,114.0
Boston Terrier,1945,8644.0
Bouvier des Flandres,1945,8.0
Boxer,1945,4130.0
Briard,1945,35.0
Brittany,1945,316.0
Brussels Griffon,1945,66.0
Bull Terrier,1945,226.0
Bulldog,1945,2816.0
Bullmastiff,1945,8.0
Cairn Terrier,1945,340.0
Chihuahua,1945,2307.0
Chow Chow,1945,1606.0
Collie,1945,6273.0
Dachshund-XX  (long-haired),1945,4870.0
Dachshund,1945,4870.0
Dalmatian,1945,1079.0
Dandie Dinmont Terrier,1945,40.0
Doberman Pinscher,1945,3154.0
English Toy Spaniel (Blenheim and Prince Charles),1945,63.0
English Toy Spaniel (All),1945,63.0
Fox Terrier (Smooth),1945,439.0
Fox Terrier (Wire),1945,3909.0
Fox Terrier,1945,4348.0
American Foxhound,1945,9.0
French Bulldog,1945,143.0
German Shepherd,1945,2364.0
Giant Schnauzer,1945,34.0
Great Dane,1945,1768.0
Great Pyrenees,1945,194.0
Greyhound,1945,718.0
Irish Terrier,1945,708.0
Irish Wolfhound,1945,56.0
Italian Greyhound,1945,12.0
Japanese Chin,1945,52.0
Keeshond,1945,59.0
Kerry Blue Terrier,1945,1057.0
Lakeland Terrier,1945,26.0
Lhasa Apso,1945,26.0
Maltese,1945,29.0
Manchester Terrier-XX,1945,46.0
Manchester Terrier (Toy),1945,834.0
Manchester Terrier,1945,880.0
Mastiff,1945,13.0
Miniature Pinscher,1945,608.0
Miniature Schnauzer,1945,362.0
Newfoundland,1945,175.0
Norwegian Elkhound,1945,280.0
Norwich Terrier,1945,19.0
Old English Sheepdog,1945,110.0
Otterhound,1945,9.0
Papillon,1945,16.0
Pekingese,1945,4493.0
Pointer,1945,343.0
German Shorthaired Pointer,1945,605.0
Pomeranian,1945,3547.0
Poodle (miniature),1945,855.0
Poodle,1945,855.0
Pug,1945,287.0
Puli,1945,44.0
Chesapeake Bay Retriever,1945,427.0
Curly-Coated Retriever,1945,2.0
Golden Retriever,1945,511.0
Labrador Retriever,1945,956.0
Rottweiler,1945,21.0
Saint Bernard,1945,704.0
Saluki,1945,26.0
Samoyed,1945,199.0
Schipperke,1945,604.0
Scottish Deerhound,1945,22.0
Scottish Terrier,1945,3461.0
Sealyham Terrier,1945,417.0
English Setter,1945,927.0
Gordon Setter,1945,250.0
Irish Setter,1945,1920.0
Shetland Sheepdog,1945,871.0
Siberian Husky,1945,8.0
Skye Terrier,1945,58.0
American Water Spaniel,1945,117.0
Clumber Spaniel,1945,6.0
"Spaniel (Cocker), American Type, parti-color",1945,54333.0
Spaniel (All Cockers),1945,54333.0
English Springer Spaniel,1945,3803.0
Irish Water Spaniel,1945,59.0
Staffordshire Bull Terrier,1945,160.0
Standard Schnauzer,1945,248.0
Weimaraner,1945,19.0
Cardigan Welsh Corgi,1945,7.0
Pembroke Welsh Corgi,1945,113.0
Welsh Terrier,1945,518.0
West Highland White Terrier,1945,134.0
Whippet,1945,55.0
Wirehaired Pointing Griffon,1945,18.0
Yorkshire Terrier,1945,92.0
American Staffordshire Terrier,1946,213.0
Afghan Hound,1946,462.0
Airedale Terrier,1946,2056.0
Basenji,1946,132.0
Basset Hound,1946,300.0
Beagle,1946,19780.0
Bedlington Terrier,1946,242.0
Belgian Sheepdog,1946,20.0
Bernese Mountain Dog,1946,1.0
Black and Tan Coonhound,1946,169.0
Bloodhound,1946,131.0
Border Terrier,1946,6.0
Borzoi,1946,201.0
Boston Terrier,1946,10721.0
Bouvier des Flandres,1946,3.0
Boxer,1946,6650.0
Briard,1946,69.0
Brittany,1946,666.0
Brussels Griffon,1946,114.0
Bull Terrier,1946,260.0
Bulldog,1946,3684.0
Bullmastiff,1946,7.0
Cairn Terrier,1946,426.0
Chihuahua,1946,3623.0
Chow Chow,1946,1897.0
Collie,1946,10247.0
Dachshund-XX,1946,6589.0
Dachshund,1946,6589.0
Dalmatian,1946,1617.0
Dandie Dinmont Terrier,1946,44.0
Doberman Pinscher,1946,4374.0
English Toy Spaniel (Blenheim and Prince Charles),1946,89.0
English Toy Spaniel (All),1946,89.0
Fox Terrier (Smooth),1946,4829.0
Fox Terrier (Wire),1946,525.0
Fox Terrier,1946,5354.0
American Foxhound,1946,5.0
French Bulldog,1946,197.0
German Shepherd,1946,3540.0
Giant Schnauzer,1946,21.0
Great Dane,1946,2517.0
Great Pyrenees,1946,321.0
Greyhound,1946,952.0
Irish Terrier,1946,798.0
Irish Wolfhound,1946,61.0
Italian Greyhound,1946,29.0
Japanese Chin,1946,75.0
Keeshond,1946,102.0
Kerry Blue Terrier,1946,1369.0
Kuvasz,1946,5.0
Lakeland Terrier,1946,64.0
Lhasa Apso,1946,27.0
Maltese,1946,71.0
Manchester Terrier-XX,1946,61.0
Manchester Terrier,1946,61.0
Mastiff,1946,22.0
Miniature Pinscher,1946,858.0
Miniature Schnauzer,1946,475.0
Newfoundland,1946,285.0
Norwegian Elkhound,1946,283.0
Norwich Terrier,1946,31.0
Old English Sheepdog,1946,158.0
Otterhound,1946,1.0
Papillon,1946,7.0
Pekingese,1946,6057.0
Pointer,1946,520.0
German Shorthaired Pointer,1946,1172.0
Pomeranian,1946,4652.0
Poodle-XX,1946,1186.0
Poodle,1946,1186.0
Pug,1946,373.0
Puli,1946,46.0
Chesapeake Bay Retriever,1946,781.0
Curly-Coated Retriever,1946,2.0
Golden Retriever,1946,951.0
Labrador Retriever,1946,1822.0
Rottweiler,1946,11.0
Saint Bernard,1946,976.0
Saluki,1946,11.0
Samoyed,1946,360.0
Schipperke,1946,655.0
Scottish Deerhound,1946,18.0
Scottish Terrier,1946,4385.0
Sealyham Terrier,1946,428.0
English Setter,1946,1216.0
Gordon Setter,1946,375.0
Irish Setter,1946,3235.0
Shetland Sheepdog,1946,1153.0
Siberian Husky,1946,21.0
Skye Terrier,1946,70.0
American Water Spaniel,1946,205.0
Clumber Spaniel,1946,4.0
Spaniel (Cocker),1946,75242.0
Spaniel (All Cockers),1946,75242.0
English Springer Spaniel,1946,5723.0
Irish Water Spaniel,1946,102.0
Sussex Spaniel,1946,6.0
Standard Schnauzer,1946,300.0
Weimaraner,1946,25.0
Cardigan Welsh Corgi,1946,15.0
Pembroke Welsh Corgi,1946,134.0
Welsh Terrier,1946,659.0
West Highland White Terrier,1946,165.0
Whippet,1946,83.0
Wirehaired Pointing Griffon,1946,12.0
Yorkshire Terrier,1946,130.0
American Staffordshire Terrier,1947,187.0
Afghan Hound,1947,444.0
Airedale Terrier,1947,2415.0
Basenji,1947,190.0
Basset Hound,1947,429.0
Beagle,1947,23084.0
Bedlington Terrier,1947,215.0
Belgian Sheepdog,1947,30.0
Bernese Mountain Dog,1947,1.0
Black and Tan Coonhound,1947,252.0
Bloodhound,1947,177.0
Border Terrier,1947,28.0
Borzoi,1947,159.0
Boston Terrier,1947,11803.0
Boxer,1947,10061.0
Briard,1947,58.0
Brittany,1947,723.0
Brussels Griffon,1947,113.0
Bull Terrier,1947,284.0
Bulldog,1947,4225.0
Bullmastiff,1947,12.0
Cairn Terrier,1947,516.0
Chihuahua,1947,4551.0
Chow Chow,1947,1941.0
Collie,1947,15595.0
Dachshund-XX,1947,8395.0
Dachshund,1947,8395.0
Dalmatian,1947,2075.0
Dandie Dinmont Terrier,1947,39.0
Doberman Pinscher,1947,5078.0
English Toy Spaniel (Blenheim and Prince Charles),1947,116.0
English Toy Spaniel (All),1947,116.0
Fox Terrier (Smooth),1947,5187.0
Fox Terrier (Wire),1947,643.0
Fox Terrier,1947,5830.0
American Foxhound,1947,13.0
French Bulldog,1947,180.0
German Shepherd,1947,4921.0
Giant Schnauzer,1947,33.0
Great Dane,1947,3116.0
Great Pyrenees,1947,284.0
Greyhound,1947,594.0
Irish Terrier,1947,843.0
Irish Wolfhound,1947,21.0
Italian Greyhound,1947,19.0
Japanese Chin,1947,83.0
Keeshond,1947,166.0
Kerry Blue Terrier,1947,1469.0
Lakeland Terrier,1947,26.0
Lhasa Apso,1947,42.0
Maltese,1947,70.0
Manchester Terrier-XX,1947,56.0
Manchester Terrier,1947,56.0
Mastiff,1947,30.0
Miniature Pinscher,1947,1105.0
Miniature Schnauzer,1947,480.0
Newfoundland,1947,290.0
Norwegian Elkhound,1947,410.0
Norwich Terrier,1947,58.0
Old English Sheepdog,1947,183.0
Otterhound,1947,2.0
Papillon,1947,26.0
Pekingese,1947,6801.0
Pointer,1947,486.0
German Shorthaired Pointer,1947,1127.0
Pomeranian,1947,5092.0
Poodle-XX,1947,1466.0
Poodle,1947,1466.0
Pug,1947,555.0
Puli,1947,42.0
Chesapeake Bay Retriever,1947,787.0
Curly-Coated Retriever,1947,2.0
Flat-Coated Retriever,1947,1.0
Golden Retriever,1947,1187.0
Labrador Retriever,1947,2035.0
Rottweiler,1947,25.0
Saint Bernard,1947,1249.0
Saluki,1947,18.0
Samoyed,1947,449.0
Schipperke,1947,811.0
Scottish Deerhound,1947,18.0
Scottish Terrier,1947,4545.0
Sealyham Terrier,1947,498.0
English Setter,1947,1160.0
Gordon Setter,1947,353.0
Irish Setter,1947,3382.0
Shetland Sheepdog,1947,1611.0
Siberian Husky,1947,72.0
Skye Terrier,1947,124.0
American Water Spaniel,1947,211.0
Clumber Spaniel,1947,4.0
Spaniel (Cocker),1947,78507.0
Spaniel (English Cocker),1947,510.0
Spaniel (All Cockers),1947,79017.0
English Springer Spaniel,1947,5720.0
Irish Water Spaniel,1947,99.0
Sussex Spaniel,1947,1.0
Standard Schnauzer,1947,276.0
Weimaraner,1947,82.0
Cardigan Welsh Corgi,1947,26.0
Pembroke Welsh Corgi,1947,200.0
Welsh Terrier,1947,747.0
West Highland White Terrier,1947,232.0
Whippet,1947,97.0
Wirehaired Pointing Griffon,1947,37.0
Yorkshire Terrier,1947,113.0
American Staffordshire Terrier,1948,198.0
Afghan Hound,1948,417.0
Airedale Terrier,1948,1903.0
Alaskan Malamute,1948,7.0
Basenji,1948,168.0
Basset Hound,1948,380.0
Beagle,1948,22474.0
Bedlington Terrier,1948,218.0
Belgian Sheepdog,1948,40.0
Bernese Mountain Dog,1948,7.0
Black and Tan Coonhound,1948,284.0
Bloodhound,1948,116.0
Border Terrier,1948,14.0
Borzoi,1948,109.0
Boston Terrier,1948,10080.0
Bouvier des Flandres,1948,1.0
Boxer,1948,11415.0
Briard,1948,70.0
Brittany,1948,918.0
Brussels Griffon,1948,134.0
Bull Terrier,1948,247.0
Bulldog,1948,3730.0
Bullmastiff,1948,7.0
Cairn Terrier,1948,392.0
Chihuahua,1948,5160.0
Chow Chow,1948,1635.0
Collie,1948,15131.0
Dachshund-XX,1948,8754.0
Dachshund,1948,8754.0
Dalmatian,1948,1762.0
Dandie Dinmont Terrier,1948,35.0
Doberman Pinscher,1948,4135.0
English Toy Spaniel (Blenheim and Prince Charles),1948,93.0
English Toy Spaniel (All),1948,93.0
Fox Terrier (Smooth),1948,4113.0
Fox Terrier (Wire),1948,491.0
Fox Terrier,1948,4604.0
American Foxhound,1948,7.0
English Foxhound,1948,15.0
French Bulldog,1948,148.0
German Shepherd,1948,4998.0
Giant Schnauzer,1948,24.0
Great Dane,1948,2598.0
Great Pyrenees,1948,226.0
Greyhound,1948,244.0
Irish Terrier,1948,674.0
Irish Wolfhound,1948,56.0
Italian Greyhound,1948,33.0
Japanese Chin,1948,87.0
Keeshond,1948,191.0
Kerry Blue Terrier,1948,1265.0
Lakeland Terrier,1948,13.0
Lhasa Apso,1948,25.0
Maltese,1948,67.0
Manchester Terrier-XX,1948,51.0
Manchester Terrier,1948,51.0
Mastiff,1948,15.0
Miniature Pinscher,1948,956.0
Miniature Schnauzer,1948,497.0
Newfoundland,1948,238.0
Norwegian Elkhound,1948,377.0
Norwich Terrier,1948,61.0
Old English Sheepdog,1948,95.0
Otterhound,1948,3.0
Papillon,1948,27.0
Pekingese,1948,6467.0
Pointer,1948,501.0
German Shorthaired Pointer,1948,1153.0
Pomeranian,1948,4789.0
Poodle-XX,1948,1644.0
Poodle,1948,1644.0
Pug,1948,535.0
Puli,1948,61.0
Chesapeake Bay Retriever,1948,685.0
Curly-Coated Retriever,1948,2.0
Flat-Coated Retriever,1948,7.0
Golden Retriever,1948,1218.0
Labrador Retriever,1948,2190.0
Rottweiler,1948,33.0
Saint Bernard,1948,1032.0
Saluki,1948,23.0
Samoyed,1948,468.0
Schipperke,1948,626.0
Scottish Deerhound,1948,8.0
Scottish Terrier,1948,3568.0
Sealyham Terrier,1948,375.0
English Setter,1948,1005.0
Gordon Setter,1948,271.0
Irish Setter,1948,3604.0
Shetland Sheepdog,1948,1476.0
Siberian Husky,1948,105.0
Skye Terrier,1948,111.0
American Water Spaniel,1948,171.0
Clumber Spaniel,1948,7.0
Spaniel (Cocker),1948,78495.0
Spaniel (English Cocker),1948,629.0
Spaniel (All Cockers),1948,79124.0
English Springer Spaniel,1948,5466.0
Irish Water Spaniel,1948,121.0
Sussex Spaniel,1948,1.0
Standard Schnauzer,1948,270.0
Weimaraner,1948,246.0
Cardigan Welsh Corgi,1948,11.0
Pembroke Welsh Corgi,1948,171.0
Welsh Terrier,1948,651.0
West Highland White Terrier,1948,227.0
Whippet,1948,90.0
Wirehaired Pointing Griffon,1948,17.0
Yorkshire Terrier,1948,126.0
American Staffordshire Terrier,1949,137.0
Afghan Hound,1949,465.0
Airedale Terrier,1949,1891.0
Alaskan Malamute,1949,15.0
Basenji,1949,141.0
Basset Hound,1949,532.0
Beagle,1949,26278.0
Bedlington Terrier,1949,270.0
Belgian Sheepdog,1949,47.0
Bernese Mountain Dog,1949,2.0
Black and Tan Coonhound,1949,168.0
Bloodhound,1949,205.0
Border Terrier,1949,21.0
Borzoi,1949,153.0
Boston Terrier,1949,11234.0
Bouvier des Flandres,1949,14.0
Boxer,1949,15986.0
Briard,1949,65.0
Brittany,1949,985.0
Brussels Griffon,1949,137.0
Bull Terrier,1949,196.0
Bulldog,1949,3881.0
Bullmastiff,1949,14.0
Cairn Terrier,1949,482.0
Chihuahua,1949,7156.0
Chow Chow,1949,1662.0
Collie,1949,18475.0
Dachshund-XX,1949,10205.0
Dachshund,1949,10205.0
Dalmatian,1949,1963.0
Dandie Dinmont Terrier,1949,43.0
Doberman Pinscher,1949,4046.0
English Toy Spaniel (Blenheim and Prince Charles),1949,123.0
English Toy Spaniel (All),1949,123.0
Fox Terrier (Smooth),1949,4147.0
Fox Terrier (Wire),1949,642.0
Fox Terrier,1949,4789.0
American Foxhound,1949,4.0
English Foxhound,1949,6.0
French Bulldog,1949,157.0
German Shepherd,1949,6092.0
Giant Schnauzer,1949,30.0
Great Dane,1949,2693.0
Great Pyrenees,1949,209.0
Greyhound,1949,130.0
Irish Terrier,1949,671.0
Irish Wolfhound,1949,56.0
Italian Greyhound,1949,34.0
Japanese Chin,1949,99.0
Keeshond,1949,155.0
Kerry Blue Terrier,1949,1306.0
Kuvasz,1949,10.0
Lakeland Terrier,1949,19.0
Lhasa Apso,1949,22.0
Maltese,1949,88.0
Manchester Terrier-XX,1949,36.0
Manchester Terrier,1949,36.0
Mastiff,1949,35.0
Miniature Pinscher,1949,1223.0
Miniature Schnauzer,1949,639.0
Newfoundland,1949,226.0
Norwegian Elkhound,1949,372.0
Norwich Terrier,1949,87.0
Old English Sheepdog,1949,98.0
Otterhound,1949,3.0
Papillon,1949,24.0
Pekingese,1949,7251.0
Pointer,1949,396.0
German Shorthaired Pointer,1949,1178.0
Pomeranian,1949,5498.0
Poodle-XX,1949,2165.0
Poodle,1949,2165.0
Pug,1949,678.0
Puli,1949,32.0
Chesapeake Bay Retriever,1949,628.0
Curly-Coated Retriever,1949,2.0
Flat-Coated Retriever,1949,1.0
Golden Retriever,1949,1321.0
Labrador Retriever,1949,2154.0
Rottweiler,1949,34.0
Saint Bernard,1949,1102.0
Saluki,1949,14.0
Samoyed,1949,608.0
Schipperke,1949,732.0
Scottish Deerhound,1949,22.0
Scottish Terrier,1949,3602.0
Sealyham Terrier,1949,429.0
English Setter,1949,841.0
Gordon Setter,1949,354.0
Irish Setter,1949,3295.0
Shetland Sheepdog,1949,1831.0
Siberian Husky,1949,84.0
Skye Terrier,1949,122.0
American Water Spaniel,1949,146.0
Clumber Spaniel,1949,1.0
Spaniel (Cocker),1949,71360.0
Spaniel (English Cocker),1949,641.0
Spaniel (All Cockers),1949,72001.0
English Springer Spaniel,1949,4898.0
Irish Water Spaniel,1949,102.0
Sussex Spaniel,1949,1.0
Welsh Springer Spaniel,1949,11.0
Standard Schnauzer,1949,337.0
Weimaraner,1949,419.0
Cardigan Welsh Corgi,1949,39.0
Pembroke Welsh Corgi,1949,222.0
Welsh Terrier,1949,689.0
West Highland White Terrier,1949,240.0
Whippet,1949,78.0
Wirehaired Pointing Griffon,1949,3.0
Yorkshire Terrier,1949,173.0
American Staffordshire Terrier,1950,204.0
Affenpinscher,1950,17.0
Afghan Hound,1950,377.0
Airedale Terrier,1950,1874.0
Alaskan Malamute,1950,16.0
Basenji,1950,200.0
Basset Hound,1950,459.0
Beagle,1950,29988.0
Bedlington Terrier,1950,296.0
Belgian Sheepdog,1950,85.0
Bernese Mountain Dog,1950,1.0
Black and Tan Coonhound,1950,175.0
Bloodhound,1950,175.0
Border Terrier,1950,16.0
Borzoi,1950,170.0
Boston Terrier,1950,12067.0
Bouvier des Flandres,1950,9.0
Boxer,1950,21238.0
Briard,1950,61.0
Brittany,1950,1098.0
Brussels Griffon,1950,147.0
Bull Terrier,1950,235.0
Bulldog,1950,4119.0
Bullmastiff,1950,22.0
Cairn Terrier,1950,535.0
Chihuahua,1950,9143.0
Chow Chow,1950,1516.0
Collie,1950,19590.0
Dachshund-XX,1950,12102.0
Dachshund,1950,12102.0
Dalmatian,1950,2132.0
Dandie Dinmont Terrier,1950,35.0
Doberman Pinscher,1950,3704.0
English Toy Spaniel (Blenheim and Prince Charles),1950,109.0
English Toy Spaniel (All),1950,109.0
Fox Terrier (Smooth),1950,4076.0
Fox Terrier (Wire),1950,688.0
Fox Terrier,1950,4764.0
American Foxhound,1950,1.0
French Bulldog,1950,123.0
German Shepherd,1950,6907.0
Giant Schnauzer,1950,30.0
Great Dane,1950,2554.0
Great Pyrenees,1950,194.0
Greyhound,1950,124.0
Irish Terrier,1950,604.0
Irish Wolfhound,1950,52.0
Italian Greyhound,1950,50.0
Japanese Chin,1950,129.0
Keeshond,1950,253.0
Kerry Blue Terrier,1950,1407.0
Kuvasz,1950,5.0
Lakeland Terrier,1950,24.0
Lhasa Apso,1950,44.0
Maltese,1950,73.0
Manchester Terrier-XX,1950,50.0
Manchester Terrier,1950,50.0
Mastiff,1950,24.0
Miniature Pinscher,1950,1434.0
Miniature Schnauzer,1950,762.0
Newfoundland,1950,175.0
Norwegian Elkhound,1950,425.0
Norwich Terrier,1950,129.0
Old English Sheepdog,1950,82.0
Otterhound,1950,9.0
Papillon,1950,24.0
Pekingese,1950,8352.0
Pointer,1950,400.0
German Shorthaired Pointer,1950,1413.0
Pomeranian,1950,6205.0
Poodle-XX,1950,3195.0
Poodle,1950,3195.0
Pug,1950,958.0
Puli,1950,43.0
Chesapeake Bay Retriever,1950,543.0
Curly-Coated Retriever,1950,2.0
Golden Retriever,1950,1411.0
Labrador Retriever,1950,2442.0
Rottweiler,1950,67.0
Saint Bernard,1950,948.0
Saluki,1950,19.0
Samoyed,1950,660.0
Schipperke,1950,815.0
Scottish Deerhound,1950,45.0
Scottish Terrier,1950,3284.0
Sealyham Terrier,1950,317.0
English Setter,1950,780.0
Gordon Setter,1950,267.0
Irish Setter,1950,3076.0
Shetland Sheepdog,1950,1918.0
Siberian Husky,1950,124.0
Skye Terrier,1950,121.0
American Water Spaniel,1950,98.0
Spaniel (Cocker),1950,61259.0
Spaniel (English Cocker),1950,588.0
Spaniel (All Cockers),1950,61847.0
English Springer Spaniel,1950,4838.0
Irish Water Spaniel,1950,83.0
Sussex Spaniel,1950,2.0
Welsh Springer Spaniel,1950,9.0
Standard Schnauzer,1950,295.0
Weimaraner,1950,1082.0
Cardigan Welsh Corgi,1950,53.0
Pembroke Welsh Corgi,1950,260.0
Welsh Terrier,1950,777.0
West Highland White Terrier,1950,270.0
Whippet,1950,89.0
Wirehaired Pointing Griffon,1950,28.0
Yorkshire Terrier,1950,138.0
American Staffordshire Terrier,1951,131.0
Affenpinscher,1951,16.0
Afghan Hound,1951,472.0
Airedale Terrier,1951,1669.0
Alaskan Malamute,1951,36.0
Basenji,1951,170.0
Basset Hound,1951,770.0
Beagle,1951,36075.0
Bedlington Terrier,1951,367.0
Belgian Sheepdog,1951,94.0
Bernese Mountain Dog,1951,2.0
Black and Tan Coonhound,1951,161.0
Bloodhound,1951,270.0
Border Terrier,1951,12.0
Borzoi,1951,126.0
Boston Terrier,1951,11914.0
Bouvier des Flandres,1951,27.0
Boxer,1951,27271.0
Briard,1951,44.0
Brittany,1951,1319.0
Brussels Griffon,1951,117.0
Bull Terrier,1951,236.0
Bulldog,1951,3849.0
Bullmastiff,1951,45.0
Cairn Terrier,1951,501.0
Chihuahua,1951,10810.0
Chow Chow,1951,1369.0
Collie,1951,20450.0
Dachshund-XX,1951,15181.0
Dachshund,1951,15181.0
Dalmatian,1951,1941.0
Dandie Dinmont Terrier,1951,40.0
Doberman Pinscher,1951,3491.0
English Toy Spaniel (Blenheim and Prince Charles),1951,90.0
English Toy Spaniel (All),1951,90.0
Fox Terrier (Smooth),1951,3872.0
Fox Terrier (Wire),1951,771.0
Fox Terrier,1951,4643.0
American Foxhound,1951,4.0
French Bulldog,1951,157.0
German Shepherd,1951,8585.0
Giant Schnauzer,1951,43.0
Great Dane,1951,2616.0
Great Pyrenees,1951,235.0
Greyhound,1951,82.0
Harrier,1951,1.0
Irish Terrier,1951,592.0
Irish Wolfhound,1951,74.0
Italian Greyhound,1951,72.0
Japanese Chin,1951,122.0
Keeshond,1951,300.0
Kerry Blue Terrier,1951,1184.0
Lakeland Terrier,1951,29.0
Lhasa Apso,1951,29.0
Maltese,1951,108.0
Manchester Terrier-XX,1951,28.0
Manchester Terrier,1951,28.0
Mastiff,1951,25.0
Miniature Pinscher,1951,1500.0
Miniature Schnauzer,1951,941.0
Newfoundland,1951,161.0
Norwegian Elkhound,1951,481.0
Norwich Terrier,1951,124.0
Old English Sheepdog,1951,109.0
Otterhound,1951,3.0
Papillon,1951,72.0
Pekingese,1951,8227.0
Pointer,1951,383.0
German Shorthaired Pointer,1951,1958.0
Pomeranian,1951,5992.0
Poodle-XX,1951,3767.0
Poodle,1951,3767.0
Pug,1951,971.0
Puli,1951,60.0
Chesapeake Bay Retriever,1951,645.0
Curly-Coated Retriever,1951,1.0
Golden Retriever,1951,1674.0
Labrador Retriever,1951,2915.0
Rottweiler,1951,56.0
Saint Bernard,1951,966.0
Saluki,1951,28.0
Samoyed,1951,720.0
Schipperke,1951,760.0
Scottish Terrier,1951,3017.0
Sealyham Terrier,1951,334.0
English Setter,1951,823.0
Gordon Setter,1951,299.0
Irish Setter,1951,3131.0
Shetland Sheepdog,1951,2093.0
Siberian Husky,1951,80.0
Skye Terrier,1951,113.0
American Water Spaniel,1951,115.0
Clumber Spaniel,1951,14.0
Spaniel (Cocker),1951,52644.0
Spaniel (English Cocker),1951,534.0
Spaniel (All Cockers),1951,53178.0
English Springer Spaniel,1951,4870.0
Irish Water Spaniel,1951,108.0
Sussex Spaniel,1951,4.0
Welsh Springer Spaniel,1951,12.0
Standard Schnauzer,1951,232.0
Weimaraner,1951,1780.0
Cardigan Welsh Corgi,1951,34.0
Pembroke Welsh Corgi,1951,271.0
Welsh Terrier,1951,697.0
West Highland White Terrier,1951,324.0
Whippet,1951,122.0
Wirehaired Pointing Griffon,1951,16.0
Yorkshire Terrier,1951,209.0
American Staffordshire Terrier,1952,164.0
Affenpinscher,1952,30.0
Afghan Hound,1952,449.0
Airedale Terrier,1952,1760.0
Alaskan Malamute,1952,51.0
Basenji,1952,164.0
Basset Hound,1952,926.0
Beagle,1952,41633.0
Bedlington Terrier,1952,434.0
Belgian Sheepdog,1952,85.0
Black and Tan Coonhound,1952,124.0
Bloodhound,1952,217.0
Border Terrier,1952,34.0
Borzoi,1952,215.0
Boston Terrier,1952,12928.0
Bouvier des Flandres,1952,19.0
Boxer,1952,34639.0
Briard,1952,45.0
Brittany,1952,1579.0
Brussels Griffon,1952,158.0
Bull Terrier,1952,191.0
Bulldog,1952,3687.0
Bullmastiff,1952,58.0
Cairn Terrier,1952,585.0
Chihuahua,1952,15215.0
Chow Chow,1952,1264.0
Collie,1952,21144.0
Dachshund-XX,1952,17760.0
Dachshund,1952,17760.0
Dalmatian,1952,2211.0
Dandie Dinmont Terrier,1952,65.0
Doberman Pinscher,1952,3817.0
English Toy Spaniel (Blenheim and Prince Charles),1952,81.0
English Toy Spaniel (All),1952,81.0
Fox Terrier-XX,1952,5263.0
Fox Terrier,1952,5263.0
American Foxhound,1952,6.0
English Foxhound,1952,8.0
French Bulldog,1952,163.0
German Shepherd,1952,11331.0
Giant Schnauzer,1952,8.0
Great Dane,1952,2508.0
Great Pyrenees,1952,195.0
Greyhound,1952,62.0
Harrier,1952,2.0
Irish Terrier,1952,623.0
Irish Wolfhound,1952,86.0
Italian Greyhound,1952,45.0
Japanese Chin,1952,119.0
Keeshond,1952,328.0
Kerry Blue Terrier,1952,1158.0
Kuvasz,1952,15.0
Lakeland Terrier,1952,38.0
Lhasa Apso,1952,79.0
Maltese,1952,133.0
Manchester Terrier-XX,1952,71.0
Manchester Terrier,1952,71.0
Mastiff,1952,43.0
Miniature Pinscher,1952,1926.0
Miniature Schnauzer,1952,1316.0
Newfoundland,1952,156.0
Norwegian Elkhound,1952,539.0
Norwich Terrier,1952,142.0
Old English Sheepdog,1952,120.0
Otterhound,1952,4.0
Papillon,1952,55.0
Pekingese,1952,9714.0
Pointer,1952,493.0
German Shorthaired Pointer,1952,2266.0
Pomeranian,1952,7067.0
Poodle-XX,1952,6127.0
Poodle,1952,6127.0
Pug,1952,1418.0
Puli,1952,59.0
Chesapeake Bay Retriever,1952,652.0
Curly-Coated Retriever,1952,7.0
Flat-Coated Retriever,1952,1.0
Golden Retriever,1952,1827.0
Labrador Retriever,1952,3320.0
Rottweiler,1952,76.0
Saint Bernard,1952,885.0
Saluki,1952,43.0
Samoyed,1952,848.0
Schipperke,1952,828.0
Scottish Deerhound,1952,26.0
Scottish Terrier,1952,3034.0
Sealyham Terrier,1952,347.0
English Setter,1952,682.0
Gordon Setter,1952,278.0
Irish Setter,1952,3010.0
Shetland Sheepdog,1952,2597.0
Siberian Husky,1952,142.0
Skye Terrier,1952,155.0
American Water Spaniel,1952,149.0
Spaniel (Cocker),1952,46823.0
Spaniel (English Cocker),1952,537.0
Spaniel (All Cockers),1952,47360.0
English Springer Spaniel,1952,4574.0
Irish Water Spaniel,1952,103.0
Welsh Springer Spaniel,1952,24.0
Standard Schnauzer,1952,280.0
Weimaraner,1952,3005.0
Cardigan Welsh Corgi,1952,81.0
Pembroke Welsh Corgi,1952,368.0
Welsh Terrier,1952,835.0
West Highland White Terrier,1952,354.0
Whippet,1952,127.0
Wirehaired Pointing Griffon,1952,27.0
Yorkshire Terrier,1952,196.0
American Staffordshire Terrier,1953,142.0
Affenpinscher,1953,21.0
Afghan Hound,1953,420.0
Airedale Terrier,1953,1997.0
Alaskan Malamute,1953,59.0
Basenji,1953,189.0
Basset Hound,1953,1241.0
Beagle,1953,45398.0
Bedlington Terrier,1953,430.0
Belgian Sheepdog,1953,131.0
Bernese Mountain Dog,1953,1.0
Black and Tan Coonhound,1953,150.0
